,Words,Frequency
19468,सानु,1
19469,कन्चन,1
19470,भागहरुमा,1
19471,भाडादरभन्दा,1
19472,छुट्याएर,1
19473,स्टेशनहरु,1
19474,हिडेको,1
19475,हिँडिरहनुभएको,1
19476,फेर्नसके,1
19477,भुषाल,1
19478,उकुसमुकुस,1
19479,सुइँकोसमेत,1
19480,पाउनुहुन्नँ,1
19481,पाइएमा,1
19482,हिरालाल,1
19483,देखिहाल्नुभयो,1
19484,प्रतिघण्टाको,1
19485,खड्ग,1
19486,गोमाहरि,1
19487,दौडन्छ,1
19488,शिकारको,1
19489,सूचीत,1
19490,कोणसभापछि,1
19491,युवासंघका,1
19492,छायाँकनमा,1
19493,जनतासमक्ष,1
19494,राखिएपनि,1
19495,छायाँकनलाई,1
19496,कमाउनुभन्दा,1
19497,वर्ल्ड,1
19498,व्यवहारबाटै,1
19499,हामीसंग,1
19500,बढाएरमात्र,1
19501,गइरहेकाले,1
19502,बिषयमाथि,1
19503,विहङगम,1
19504, बन्दरनायके,1
19505,छुटेपछि,1
19506,हलहरुले,1
19507,तिमल्सेना,1
19508,सामिप्यराज,1
19509,समीक्षक,1
19510,ध्रुवराज,1
19511,बिमर्श ,1
19512,प्रकोपको,1
19513,जनआवाज,1
19514,चलचित्रहरुले,1
19515,बानेश्वरतर्फ,1
19516,अर्काेतिर,1
19517,थालको,1
19518,जुलुसहित,1
19519,रिलिजका,1
19520,मसाल,1
19521,ओटाजति,1
19522,‘चिठी’,1
19523,आइरहे,1
19524,खुट्टालाई,1
19525,बाँच्नेछ,1
19526,ओखेडाले,1
19527,हुन्छन,1
19528,असुल्ने,1
19529,अस्पतालहरुले,1
19530,घटिसकेको,1
19531,घोषणामै,1
19532,आजसम्ममा,1
19533,ग्रीनबाट,1
19534,गरेमात्र,1
19535,बझाङमा,1
19536,मूल्यलाई,1
19537,भित्रिएकालाई,1
19538,विक्रमासिङ्घेबाट,1
19539,स्थितीमा,1
19540,कोणसभाहरुको,1
19541,संविधानअनुसार,1
19542,तोक्दै,1
19543,अधिकांश  एम्बुलेन्स,1
19544,रक्षाचौर,1
19545,निर्णयबमोजिम,1
19546,तहमै,1
19547,पैदलयात्रा,1
19548,धन्दाका,1
19549,सेवाभन्दा,1
19550,प्रतिग्रामले,1
19551,५५४२,1
19552,८६४,1
19553,इलाकीय,1
19554,सरलरेखामा,1
19555,एम्बुलेन्समाथि,1
19556,बिर्सिनुहोस्,1
19557,गुुनासो,1
19558,गाल्न,1
19559,सर्वसाधारणहरुको,1
19560,बंगारामार्फत्,1
19561,राष्ट्रियकरण,1
19562,थोत्रा,1
19563,पर्चा,1
19564,घरदैलो,1
19565,लगाउँछ,1
19566,घिसारेर,1
19567,लैजानेछ,1
19568,आरामले,1
19569,खानेछ,1
19570,पानीभित्र,1
19571,तानेर,1
19572,निल्न,1
19573,पुग्नुहुन्छ,1
19574,फैलाएसँगै,1
19575,मांसपेशीले,1
19576,चेम्बरबाट,1
19577,नियमले,1
19578,तुलसीपुरबाट,1
19579,चाहिएमा,1
19580,तुुलसीपुरमा,1
19581,५९५,1
19582,टोलीसँगै,1
19583,शसक्त,1
19584,एम्बलेन्स,1
19585,मणिकरत्न,1
19586,स्वास्थ्यचौकीहरुमा,1
19587,आपत्,1
19588,व्याड,1
19589,सोचौँ,1
19590,व्यापकरुपले,1
19591,रचित,1
19592,मन्दिरहरुमा,1
19593,प्यारेलाई,1
19594,असम,1
19595,मोबाइलको,1
19596,उडिसा,1
19597,सटर,1
19598,मंगलबारका,1
19599,जन्मस्थलमा,1
19600,जनजिब्रोमा,1
19601,साहित्यिमा,1
19602,धन्धा,1
19603,मिथिलाबासीको,1
19604,जनाउदै,1
19605,सोभियत,1
19606,विद्यापतिद्वारा,1
19607,भजनका,1
19608,भाषाप्रतिको,1
19609,पुस्तकाकारमा,1
19610,ग्राहकहरुबाट,1
19611,जर्जरबन्दै,1
19612,पाण्डुलिपीलाई,1
19613,उनीका,1
19614,बधुशिक्षा,1
19615,महसुलबाटै,1
19616,भक्तमाला,1
19617,अगल–अगल,1
19618,स्रष्टाहरलाई,1
19619,प्रधानमन्त्रित्वकालमा,1
19620,नेकपाएकीकृत,1
19621,२४१,1
19622,अभियुक्त,1
19623,नम्बरी,1
19624,श्रेष्ठमाथि,1
19625,महानगरपालिका४,1
19626,जानीजानी,1
19627,गोल्छाको,1
19628,नुहने,1
19629,थुप्रैं,1
19630,भद्रपुरस्थित,1
19631,गुरुआमा,1
19632,गुरुआमाहरुले,1
19633,शाखामा,1
19634,बागबजार,1
19635,वैंक,1
19636,कमर्सियल,1
19637, घडी,1
19638,प्राइम,1
19639,चण्डोलबाट,1
19640,नागरिकहरुमा,1
19641,पाठसमेत,1
19642,महाराजगंजबाट,1
19643,खेतियोग्य,1
19644,व्यूरो,1
19645,बन्दरगाहसम्बन्धी,1
19646,पाटनको,1
19647,उजुरीबारे,1
19648,कमाएकाहरुले,1
19649,सङ्क्रमणसमेत,1
19650,अभिलेखालयमा,1
19651,रचनाहरु,1
19652,विद्यापतिका,1
19653,संग्लन,1
19654,महापरित्राण,1
19655,गुञ्जिदै,1
19656,पतनपछि,1
19657,प्रश्नोत्तर,1
19658,विद्यापतिको,1
19659,भित्र्याइएको,1
19660,बुझाउनैपर्ने,1
19661,निकायमध्ये,1
19662,रहँला,1
19663,सुर्यप्रसाद,1
19664,८१९९,1
19665,अशोककुमार,1
19666,५६६९,1
19667,२६२९,1
19668,नखोलेपछि,1
19669,प्रचण्डपथजस्ता,1
19670,गछौं,1
19671,रमेशरञ्जन,1
19672,निकायहरूबाट,1
19673,नेपालः,1
19674,विविधताभित्र,1
19675,लम्ब्याउँदा,1
19676,परिसके,1
19677,आवश्यकतानुसार,1
19678,एमालेजस्तै,1
19679,यसवर्ष,1
19680,जाँदा ढोका,1
19681,साँस्कृतिक,1
19682,समयानुकुल,1
19683,सम्वर्द्धन,1
19684,सीमान्त,1
19685,शशीनारायण,1
19686,सबैक्षेत्र,1
19687,स्कूलहरु,1
19688,प्रदेशमध्ये,1
19689,जलस्तरबारे,1
19690,फर्कंदै,1
19691,गुणस्तरीयता,1
19692,शेरचनलाई,1
19693,मुख्यमन्त्रीमार्फत,1
19694,अनुवादकका,1
19695,बाल्मिकी,1
19696,बेरोजगारीसँगसँगै,1
19697,रित्तिने,1
19698,प्रणाली’,1
19699,शताब्दीका,1
19700,दसैँमा,1
19701,जयन्तीसहित,1
19702,वीरगञ्जमै,1
19703,काँग्रेसजस्तै,1
19704,थेगिएको,1
19705,कार्यदक्षता,1
19706,सभापतिहरूको,1
19707,जसपालाई,1
19708,दस्तावेजले,1
19709,परीक्षकबाट,1
19710,उत्पादकलाई,1
19711,बैंकर,1
19712,ध्वजजोशीले,1
19713,ज्ञानिन,1
19714,कबिन्द्र,1
19715,रिपोर्टमा गुरुङ झुण्डिएको उल्लेख,1
19716,माओवाद,1
19717,एक्काइशौं,1
19718,जनवाद,1
19719,पङ्खामा ,1
19720,गुप्ता,1
19721,फोडेर,1
19722,प्रमुखबाट,1
19723,झुक्यानमा,1
19724,फलफुलका,1
19725,अवरोधहरूका,1
19726,‘क्वीक,1
19727,धर्मग्रन्थहरु,1
19728,टिम’मा,1
19729,संघबाट,1
19730,कालु,1
19731,वाइन,1
19732,रेनुका,1
19733,रेस्पोन्स,1
19734,बेनिषा,1
19735,खाताहरुमा,1
19736,बुझ्दो,1
19737,स्वीट्जरल्याण्डको,1
19738,सरकारमध्ये,1
19739,फिल्म्सको,1
19740,बासुकी,1
19741,प्रतिवेदनअुनसार,1
19742,सुझाइएको,1
19743,मन्त्रालयलगायत ,1
19744,ब्राजिलको,1
19745,बेरुजुभन्दा,1
19746,सुमसुम्याउन,1
19747,सरकारमाभन्दा,1
19748,तहमाभन्दा,1
19749,मेहताको,1
19750,७९९,1
19751,प्रभावकरी,1
19752,४४८,1
19753,टिकेटिङका,1
19754,लेखापरीक्षणको,1
19755, यसले,1
19756,कमलरीमुक्त,1
19757,प्रोड्युसर,1
19758,रानाभाट,1
19759,ग्राहकहरुले,1
19760,रिम,1
19761,उपयोगबीच,1
19762,प्रतिबद्धताअनुसार,1
